date,amount,income,food,transport,shopping,savings,budget,month,day,is_overspent,category_Bills & Utilities,category_Dining Out,category_Education,category_Entertainment,category_Food & Dining,category_Groceries,category_Healthcare,category_Insurance,category_Investments,category_Rent,category_Shopping,category_Transport,category_Transportation,category_Travel,category_Utilities,payment_method_Cash,payment_method_Credit (Amex),payment_method_Credit (Discover),payment_method_Credit (Mastercard),payment_method_Credit (Visa),payment_method_Credit Card,payment_method_Debit (Mastercard),payment_method_Debit (Prepaid) (Mastercard),payment_method_Debit (Prepaid) (Visa),payment_method_Debit (Visa),payment_method_Debit Card,payment_method_Mobile Wallet,payment_method_Net Banking,payment_method_UPI,day_type_Weekday,day_type_Weekend,cluster
1997-03-01,28.76,285.2,7.19,2.88,8.63,25.39,213.9,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1997-03-01,3408.33,31516.0,852.08,340.83,1022.5,2228.02,23637.0,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1997-04-01,45.74,816.4,11.44,4.57,13.72,162.78,612.3,4,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1997-05-01,683.81,5686.8,170.95,68.38,205.14,659.59,4265.1,5,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1997-05-01,289.37,2680.0,72.34,28.94,86.81,246.0,2010.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1997-05-01,103.14,2040.0,25.78,10.31,30.94,347.86,1530.0,5,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1997-05-01,242.45,3280.0,60.61,24.24,72.74,718.06,2460.0,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
1997-05-01,688.56,6360.0,172.14,68.86,206.57,1119.16,4770.0,5,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
1997-08-01,419.48,3690.4,104.87,41.95,125.84,364.06,2767.8,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1997-08-01,816.71,9071.6,204.18,81.67,245.01,1513.38,6803.7,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1997-08-01,1505.92,20564.8,376.48,150.59,451.78,3418.2,15423.6,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1997-09-01,28.99,681.2,7.25,2.9,8.7,77.02,510.9,9,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1997-10-01,916.28,13892.4,229.07,91.63,274.88,1779.9,10419.3,10,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1997-11-01,195.75,1721.6,48.94,19.58,58.72,312.86,1291.2,11,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1997-11-01,341.84,5810.0,85.46,34.18,102.55,848.95,4357.5,11,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1997-11-01,115.57,1088.8,28.89,11.56,34.67,167.23,816.6,11,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1997-11-01,4.24,35.6,1.06,0.42,1.27,4.05,26.7,11,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
1997-12-01,182.72,4080.0,45.68,18.27,54.82,410.28,3060.0,12,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1997-12-01,349.04,4920.0,87.26,34.9,104.71,761.62,3690.0,12,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1997-12-01,718.53,5864.4,179.63,71.85,215.56,1004.57,4398.3,12,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-01-01,254.18,4120.0,63.54,25.42,76.25,785.18,3090.0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-01-01,493.61,3760.0,123.4,49.36,148.08,498.42,2820.0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-01-01,374.57,3865.6,93.64,37.46,112.37,222.45,2899.2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-02-01,121.22,1111.2,30.3,12.12,36.37,226.8,833.4,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1998-02-01,352.61,7115.6,88.15,35.26,105.78,560.53,5336.7,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1998-02-01,1478.84,12015.6,369.71,147.88,443.65,752.61,9011.7,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1998-02-01,98.48,2320.0,24.62,9.85,29.54,302.38,1740.0,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
1998-03-01,502.66,7600.0,125.66,50.27,150.8,1151.85,5700.0,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
1998-04-01,756.59,5800.4,189.15,75.66,226.98,1020.83,4350.3,4,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-04-01,459.12,3280.0,114.78,45.91,137.74,168.01,2460.0,4,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-04-01,839.25,7786.0,209.81,83.93,251.77,1183.49,5839.5,4,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-05-01,864.92,6563.6,216.23,86.49,259.48,1364.12,4922.7,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-05-01,42.25,505.6,10.56,4.23,12.68,37.8,379.2,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-05-01,555.75,4463.6,138.94,55.58,166.72,331.22,3347.7,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-05-01,612.17,6000.0,153.04,61.22,183.65,465.05,4500.0,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1998-05-01,238.62,2320.0,59.66,23.86,71.59,410.58,1740.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1998-06-01,574.73,4560.0,143.68,57.47,172.42,672.82,3420.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1998-06-01,586.01,11362.0,146.5,58.6,175.8,1992.59,8521.5,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-06-01,676.66,8513.6,169.16,67.67,203.0,564.28,6385.2,6,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-07-01,425.12,10156.8,106.28,42.51,127.54,1168.17,7617.6,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-07-01,162.69,3280.0,40.67,16.27,48.81,593.05,2460.0,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-07-01,132.94,3280.0,33.24,13.29,39.88,354.05,2460.0,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-07-01,510.26,4440.0,127.56,51.03,153.08,760.77,3330.0,7,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-07-01,435.86,4640.0,108.96,43.59,130.76,715.9,3480.0,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-07-01,254.98,3498.8,63.74,25.5,76.49,710.52,2624.1,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-07-01,632.61,4938.4,158.15,63.26,189.78,380.46,3703.8,7,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-08-01,1220.54,11537.6,305.14,122.05,366.16,2389.16,8653.2,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1998-08-01,373.31,4636.8,93.33,37.33,111.99,234.29,3477.6,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
1998-09-01,517.44,3714.0,129.36,51.74,155.23,328.56,2785.5,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-09-01,1152.43,9636.0,288.11,115.24,345.73,1222.8,7227.0,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-09-01,414.8,6206.4,103.7,41.48,124.44,436.1,4654.8,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1998-09-01,1.34,28.0,0.34,0.13,0.4,5.5,21.0,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
1998-10-01,457.54,6607.6,114.38,45.75,137.26,1076.58,4955.7,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-10-01,4.02,32.4,1.0,0.4,1.21,4.21,24.3,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
1998-10-01,569.16,4699.6,142.29,56.92,170.75,411.53,3524.7,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-10-01,2.87,38.0,0.72,0.29,0.86,2.99,28.5,10,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
1998-10-01,782.01,6432.8,195.5,78.2,234.6,645.68,4824.6,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-10-01,151.74,1440.0,37.94,15.17,45.52,213.58,1080.0,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1998-10-01,141.32,1334.0,35.33,14.13,42.4,95.56,1000.5,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1998-11-01,55.49,816.8,13.87,5.55,16.65,105.0,612.6,11,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
1998-12-01,1012.4,9516.8,253.1,101.24,303.72,1269.39,7137.6,12,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1998-12-01,1154.65,9652.8,288.66,115.47,346.4,1012.55,7239.6,12,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-01-01,403.71,6638.8,100.93,40.37,121.11,833.23,4979.1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-01-01,109.54,857.2,27.38,10.95,32.86,160.3,642.9,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-01-01,543.79,5200.0,135.95,54.38,163.14,990.58,3900.0,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1999-01-01,2551.43,22880.0,637.86,255.14,765.43,4910.75,17160.0,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1999-02-01,406.89,7952.8,101.72,40.69,122.07,1398.55,5964.6,2,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1999-02-01,709.67,5707.6,177.42,70.97,212.9,1227.63,4280.7,2,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,570.92,4830.4,142.73,57.09,171.28,1002.54,3622.8,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,358.01,6136.4,89.5,35.8,107.4,710.59,4602.3,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,673.53,6490.8,168.38,67.35,202.06,698.4,4868.1,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1999-02-01,426.78,5411.6,106.7,42.68,128.03,588.4,4058.7,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,96.95,695.2,24.24,9.7,29.08,75.77,521.4,2,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,345.26,3668.4,86.32,34.53,103.58,487.98,2751.3,2,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
1999-02-01,501.2,9960.0,125.3,50.12,150.36,889.35,7470.0,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
1999-03-01,782.7,8505.6,195.68,78.27,234.81,687.67,6379.2,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
1999-03-01,5.66,56.8,1.42,0.57,1.7,9.12,42.6,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
